EmployeeID,EmployeeName,Age,Gender,Location,Department,Role,YearsAtCompany,DateOfJoining,YearsInCurrentRole,EducationLevel,MonthlySalaryINR,WorkHoursPerWeek,ProjectsHandled,TrainingHoursLastYear,SickLeavesLastYear,OvertimeHoursLastMonth,ManagerRating,DisciplinaryNotices,PolicyViolationsLastYear,PerformanceRating,PromotionLast2Years,ComplianceRiskLevel,AttritionRisk
12865,Vivek Tiwari,38,Male,Pune,Finance,Senior Engineer,7,12/4/2018,2,Bachelor,99553,45,11,70,13,3,2,0,1,2,Yes,Medium,Medium
12866,Aarti Naidu,47,Female,Mumbai,IT Support,Manager,9,11/24/2016,3,Bachelor,151569,58,8,39,11,37,4,0,1,3,Yes,Medium,Low
12867,Vikas Agarwal,40,Female,Mumbai,IT Support,Analyst,1,8/3/2024,1,Bachelor,57766,56,7,12,2,36,2,0,2,1,No,Medium,Medium
12868,Ritu Ghosh,39,Male,Mumbai,Operations,Engineer,1,10/31/2024,1,Diploma,82400,55,4,118,12,15,2,0,0,2,No,Low,Low
12869,Gaurav Rao,28,Female,Chennai,Sales,Executive,1,1/1/2025,0,Bachelor,20668,54,1,102,3,35,5,0,0,4,Yes,Low,Low
12870,Sneha Bansal,51,Male,Chennai,Engineering,Manager,13,8/25/2012,0,Master,172815,50,7,88,11,36,5,3,0,3,Yes,High,High
12871,Pallavi Kumar,37,Male,Delhi,Finance,Analyst,0,10/26/2025,0,Master,46185,43,6,30,13,23,1,1,0,1,No,Low,Low
12872,Neha Naidu,38,Female,Noida,Finance,Team Lead,11,10/10/2014,1,Master,119333,49,2,115,9,28,4,0,1,3,Yes,Low,Low
12873,Seema Iyer,49,Male,Delhi,IT Support,Manager,10,12/4/2015,5,Bachelor,159278,52,5,9,8,17,5,0,0,3,Yes,Low,Low
12874,Gaurav Iyer,39,Male,Noida,Engineering,Executive,2,9/10/2023,0,Bachelor,38408,43,4,110,1,6,2,2,0,2,No,Medium,Low
12875,Arjun Naidu,38,Male,Chennai,Compliance,Executive,1,1/1/2025,1,Bachelor,39991,48,8,69,14,29,2,0,0,1,No,Low,Medium
12876,Sunita Joshi,32,Female,Gurgaon,Compliance,Team Lead,10,12/2/2015,3,Bachelor,160154,41,7,45,14,36,5,0,0,3,Yes,Low,Low
12877,Sanjay Kumar,33,Female,Pune,Finance,Executive,2,9/11/2023,2,Master,25257,41,2,115,1,20,2,1,1,2,No,Low,Medium
12878,Deepak Kumar,26,Male,Ahmedabad,Marketing,Engineer,3,10/26/2022,3,Bachelor,55440,49,1,16,4,16,3,2,1,1,No,Medium,High
12879,Rekha Kumar,38,Male,Hyderabad,Engineering,Engineer,5,1/8/2021,5,Master,56917,45,6,5,11,2,2,1,0,1,No,Medium,Medium
12880,Rahul Agarwal,26,Female,Chennai,Finance,Engineer,1,8/14/2024,0,Master,62252,41,3,93,1,32,3,0,2,1,No,Low,Medium
12881,Mohit Tiwari,32,Male,Delhi,Finance,Senior Engineer,8,9/9/2017,4,Master,101849,45,7,46,8,22,3,0,0,2,No,Low,Low
12882,Sanjay Naidu,27,Female,Ahmedabad,Engineering,Engineer,3,1/20/2023,3,Master,87795,57,7,60,13,7,3,2,0,2,No,Medium,Low
12883,Pooja Khanna,29,Female,Hyderabad,Sales,Executive,2,12/30/2023,0,Master,39921,44,3,80,2,8,3,0,0,2,No,Low,Low
12884,Nikhil Chopra,41,Male,Mumbai,Compliance,Team Lead,12,10/22/2013,0,Diploma,153334,43,8,113,5,3,3,0,0,2,Yes,Low,Low
12885,Ritu Mukherjee,26,Female,Noida,Compliance,Analyst,2,8/12/2023,0,Master,30779,46,2,102,3,22,3,1,0,2,No,Low,Low
12886,Shweta Pandey,47,Male,Noida,Engineering,Senior Engineer,9,10/20/2016,1,Bachelor,135171,42,7,107,7,35,4,1,0,2,No,Low,Low
12887,Seema Jain,55,Female,Delhi,Compliance,Manager,15,8/20/2010,4,Diploma,174335,58,9,48,14,33,3,1,1,1,No,Medium,High
12888,Amit Chopra,25,Male,Pune,HR,Engineer,3,10/18/2022,2,Master,74728,41,11,92,9,6,2,0,0,1,No,Low,Medium
12889,Akash Malhotra,48,Male,Ahmedabad,Finance,Senior Engineer,9,8/8/2016,1,Bachelor,92998,43,4,14,2,15,3,0,0,2,No,Low,Low
12890,Nisha Pandey,51,Male,Gurgaon,HR,Senior Engineer,9,11/16/2016,2,Master,90504,57,11,4,10,33,2,1,0,1,No,Medium,High
12891,Aarti Sharma,41,Female,Noida,Compliance,Engineer,2,1/1/2024,1,Bachelor,54738,44,8,66,9,13,3,0,0,1,No,Low,High
12892,Rahul Mukherjee,50,Female,Noida,Finance,Senior Manager,23,8/19/2002,5,Master,275912,53,5,28,8,6,5,0,0,2,Yes,Low,Low
12893,Seema Das,37,Female,Pune,Operations,Engineer,3,8/8/2022,2,Master,83644,53,6,72,13,6,3,0,0,1,No,Low,High
12894,Prashant Verma,24,Male,Chennai,Legal,Executive,0,9/26/2025,0,Bachelor,37938,43,4,85,5,23,1,1,0,1,No,Medium,Medium
12895,Akash Gupta,35,Male,Pune,Finance,Executive,2,9/28/2023,0,Master,28256,44,2,10,5,25,3,0,1,1,No,Medium,High
12896,Mohit Kulkarni,57,Male,Hyderabad,Marketing,Manager,15,8/28/2010,2,Diploma,182344,43,5,117,9,9,5,1,0,3,No,Low,Low
12897,Pallavi Kulkarni,27,Female,Gurgaon,Marketing,Engineer,5,12/25/2020,0,Bachelor,48463,42,8,63,3,0,2,2,0,1,Yes,Medium,Low
12898,Anjali Mishra,41,Female,Pune,Compliance,Senior Engineer,5,1/4/2021,3,Master,103666,42,2,12,13,9,4,1,0,2,No,Low,Low
12899,Riya Chatterjee,42,Male,Bangalore,Legal,Senior Manager,19,1/3/2007,1,Master,228854,43,5,24,5,2,5,0,0,3,Yes,Low,Low
12900,Meena Singh,40,Male,Hyderabad,Operations,Analyst,1,8/13/2024,1,Master,59949,43,8,33,13,18,3,2,0,2,No,Low,Low
12901,Ankit Reddy,40,Male,Noida,Sales,Analyst,2,8/27/2023,0,Bachelor,40718,51,2,103,5,10,2,0,0,1,No,Low,High
12902,Prashant Reddy,53,Female,Bangalore,Sales,Team Lead,11,12/1/2014,4,Bachelor,157887,52,2,16,4,24,3,0,0,1,No,Low,Medium
12903,Pooja Sharma,36,Female,Mumbai,HR,Senior Engineer,5,11/2/2020,5,Bachelor,96227,57,3,20,1,8,3,0,0,1,No,Low,High
12904,Rahul Banerjee,48,Female,Hyderabad,Legal,Manager,13,9/11/2012,1,Master,211747,41,5,33,9,1,4,0,0,2,No,Low,Medium
12905,Tanya Singh,45,Male,Gurgaon,Finance,Executive,1,12/30/2024,0,Diploma,33640,47,9,117,8,26,1,0,0,1,No,Low,Medium
12906,Riya Mukherjee,27,Male,Noida,Legal,Executive,0,10/10/2025,0,Bachelor,22821,41,3,109,10,28,2,1,0,2,No,Low,Medium
12907,Meena Mishra,29,Female,Hyderabad,Engineering,Analyst,3,10/23/2022,2,Bachelor,37263,42,10,65,14,19,3,0,0,2,No,Low,Medium
12908,Prashant Khanna,43,Female,Bangalore,HR,Engineer,5,7/28/2020,4,Bachelor,65062,47,3,28,3,16,2,0,1,1,No,Low,Low
12909,Nikhil Tiwari,36,Male,Hyderabad,Finance,Senior Engineer,6,8/24/2019,3,Diploma,91046,41,5,32,12,1,2,1,0,1,No,Low,Low
12910,Meena Sharma,28,Female,Chennai,Operations,Analyst,1,8/19/2024,0,Bachelor,50727,54,7,24,11,0,3,2,0,1,No,Low,Medium
12911,Gaurav Tiwari,59,Female,Mumbai,Compliance,Senior Manager,19,12/30/2006,3,Bachelor,290250,56,6,58,13,12,5,1,0,3,Yes,Medium,Low
12912,Amit Tripathi,34,Other,Mumbai,Finance,Senior Engineer,5,10/31/2020,1,Bachelor,81378,43,8,34,11,25,4,1,0,1,No,Low,Medium
12913,Kavita Sharma,48,Male,Delhi,IT Support,Team Lead,9,12/19/2016,0,Master,154854,45,6,51,14,11,4,1,0,1,Yes,Low,Low
12914,Ankit Reddy,36,Male,Ahmedabad,Legal,Manager,11,10/27/2014,2,Master,218378,49,10,45,2,37,3,0,2,1,No,Medium,Medium
12915,Nikhil Mukherjee,26,Female,Noida,Engineering,Executive,2,10/31/2023,2,Master,28984,58,5,110,11,16,2,0,0,1,Yes,Low,High
12916,Ritu Mukherjee,49,Female,Ahmedabad,Sales,Senior Engineer,5,9/13/2020,0,Bachelor,110528,43,9,12,7,35,4,0,0,2,Yes,Low,Low
12917,Ritu Khanna,41,Male,Noida,Marketing,Senior Engineer,9,12/27/2016,0,Master,83003,45,7,66,12,8,5,0,0,3,Yes,Low,Low
12918,Rakesh Mehta,34,Female,Mumbai,Engineering,Senior Engineer,7,11/26/2018,5,Bachelor,108383,58,9,23,9,8,4,0,1,1,No,Medium,High
12919,Ritu Saxena,45,Female,Chennai,Sales,Senior Engineer,8,9/23/2017,3,Bachelor,139639,46,11,37,9,5,4,3,1,2,No,High,Medium
12920,Neha Banerjee,41,Female,Delhi,HR,Team Lead,12,10/25/2013,0,Master,145594,53,2,95,6,12,4,1,0,1,No,Medium,Medium
12921,Vikas Patel,54,Female,Pune,Legal,Team Lead,10,11/10/2015,1,Bachelor,134789,40,8,95,1,17,4,0,0,2,Yes,Low,Low
12922,Ashish Singh,44,Male,Pune,Compliance,Senior Engineer,7,10/20/2018,1,Bachelor,121592,52,5,18,2,22,3,2,1,1,No,High,High
12923,Varun Reddy,36,Female,Hyderabad,IT Support,Executive,1,9/29/2024,0,Master,23264,56,11,41,4,26,3,0,0,1,No,Low,Medium
12924,Ashish Singh,34,Female,Bangalore,Legal,Senior Engineer,9,12/6/2016,4,Bachelor,82848,47,8,69,12,34,3,0,0,2,Yes,Low,Low
12925,Nisha Pandey,36,Male,Noida,Marketing,Analyst,0,9/6/2025,0,Diploma,57778,46,4,109,6,26,4,0,0,2,Yes,Low,Low
12926,Ankit Mehta,51,Male,Bangalore,Engineering,Senior Engineer,8,8/27/2017,4,Master,97622,43,6,23,6,38,4,2,0,2,No,Medium,Low
12927,Rakesh Tripathi,43,Female,Bangalore,Operations,Team Lead,12,11/4/2013,1,PhD,133277,56,7,7,0,16,5,0,0,3,Yes,Low,Low
12928,Ritu Chopra,27,Male,Pune,Marketing,Engineer,2,8/24/2023,1,Diploma,87649,46,5,59,8,20,2,0,0,1,No,Low,Medium
12929,Priya Agarwal,33,Male,Noida,IT Support,Senior Engineer,9,1/22/2017,4,Master,131283,47,4,3,3,4,4,0,0,2,No,Low,Low
12930,Simran Khanna,44,Male,Pune,Operations,Analyst,0,10/13/2025,0,Diploma,54099,46,5,58,9,18,2,0,0,1,No,Medium,Medium
12931,Ashish Rao,35,Male,Pune,Sales,Senior Engineer,6,1/18/2020,4,Bachelor,90496,40,2,7,10,28,5,0,2,1,No,High,High
12932,Amit Mishra,35,Male,Pune,Engineering,Senior Engineer,5,12/18/2020,3,Master,123875,50,7,108,9,13,3,1,0,2,No,Low,Low
12933,Vivek Deshpande,47,Male,Noida,Finance,Senior Engineer,5,9/9/2020,2,Bachelor,120717,58,9,110,7,10,3,1,0,2,No,Medium,Low
12934,Neha Mehta,34,Female,Hyderabad,HR,Engineer,2,11/24/2023,0,PhD,74840,57,5,107,4,8,2,1,0,2,No,Low,Low
12935,Sunita Das,35,Male,Pune,HR,Executive,0,9/21/2025,0,Bachelor,23852,54,5,53,6,28,3,0,0,1,No,Low,High
12936,Priya Chopra,47,Male,Mumbai,Sales,Senior Engineer,7,11/1/2018,2,Diploma,98909,48,3,114,7,6,2,1,0,2,No,Low,Medium
12937,Sanjay Banerjee,28,Female,Pune,HR,Analyst,3,10/13/2022,1,Diploma,40884,52,3,34,8,20,2,0,0,1,No,Low,High
12938,Tanya Banerjee,28,Male,Noida,Legal,Engineer,4,12/16/2021,4,Master,63507,40,3,111,6,20,2,0,0,2,Yes,Low,Medium
12939,Rohit Chopra,37,Female,Chennai,Finance,Executive,2,12/31/2023,1,Master,36765,54,8,99,0,10,2,1,1,1,Yes,High,High
12940,Manish Naidu,51,Female,Mumbai,Sales,Senior Manager,12,10/29/2013,4,Diploma,283545,46,6,7,5,29,4,2,0,2,No,Low,Low
12941,Akash Agarwal,40,Female,Chennai,Finance,Senior Engineer,4,9/21/2021,4,Bachelor,87398,54,9,40,10,5,4,3,1,2,No,High,High
12942,Arjun Agarwal,29,Male,Pune,Compliance,Senior Engineer,7,1/9/2019,5,Bachelor,107440,52,9,7,8,22,3,0,2,1,No,Low,High
12943,Meena Chopra,40,Male,Hyderabad,Operations,Engineer,4,11/5/2021,0,Diploma,76190,49,4,88,1,16,4,1,0,2,Yes,Medium,Low
12944,Neha Iyer,36,Male,Noida,Sales,Senior Engineer,4,12/25/2021,3,Bachelor,128050,45,3,115,10,38,2,0,0,2,No,Low,Low
12945,Akash Kumar,37,Female,Delhi,Engineering,Manager,10,8/26/2015,3,Bachelor,161805,53,11,2,0,18,4,0,2,2,No,Low,Low
12946,Arjun Chopra,34,Male,Chennai,Sales,Team Lead,11,10/10/2014,0,Bachelor,137670,51,10,77,7,25,3,0,0,3,Yes,Low,Low
12947,Arjun Kulkarni,52,Male,Pune,HR,Manager,14,12/1/2011,4,Master,202697,48,1,42,1,5,5,0,0,3,Yes,Low,Low
12948,Aarti Mukherjee,48,Male,Ahmedabad,IT Support,Team Lead,12,8/7/2013,3,Bachelor,113555,48,7,32,7,13,4,0,0,3,No,Low,Low
12949,Anjali Mukherjee,40,Male,Ahmedabad,Sales,Team Lead,11,10/24/2014,0,Bachelor,168063,40,8,43,0,7,4,1,0,3,No,Medium,Low
12950,Amit Deshpande,38,Male,Pune,IT Support,Engineer,5,12/22/2020,1,Master,86435,57,2,35,8,18,4,0,0,2,No,Low,Medium
12951,Arjun Ghosh,31,Male,Noida,Finance,Senior Engineer,6,8/8/2019,2,PhD,115425,50,11,83,2,19,1,1,1,1,No,Medium,Medium
12952,Nikhil Tiwari,23,Male,Gurgaon,Engineering,Executive,0,12/28/2025,0,Diploma,31016,47,10,23,6,10,3,0,0,2,No,Low,Low
12953,Seema Tripathi,37,Male,Bangalore,Sales,Engineer,4,11/28/2021,0,Bachelor,86593,59,4,84,1,35,4,0,0,2,Yes,Low,Medium
12954,Ritu Bansal,45,Male,Hyderabad,Sales,Engineer,4,10/24/2021,1,Diploma,83062,59,11,72,2,9,2,0,0,2,No,Low,Medium
12955,Vikas Banerjee,22,Male,Chennai,Legal,Analyst,0,11/12/2025,0,PhD,58109,45,11,87,12,8,2,0,0,1,No,Low,Medium
12956,Neha Kumar,43,Male,Mumbai,Marketing,Executive,0,10/3/2025,0,Bachelor,38494,57,3,90,12,18,4,0,0,2,No,Low,Low
12957,Swati Ghosh,58,Female,Pune,Finance,Senior Manager,14,9/11/2011,2,Bachelor,182444,48,3,12,2,7,5,0,0,3,Yes,Low,Low
12958,Sunita Bansal,28,Female,Bangalore,Finance,Analyst,0,7/27/2025,0,Diploma,34578,53,4,115,10,2,1,0,0,1,No,Low,Medium
12959,Riya Gupta,28,Male,Bangalore,HR,Senior Engineer,6,10/2/2019,3,Master,106204,59,9,13,11,19,4,0,0,2,Yes,Low,Medium
12960,Manish Rao,27,Female,Chennai,HR,Senior Engineer,4,9/28/2021,3,Bachelor,89381,55,5,61,10,0,2,0,2,1,No,High,High
12961,Mohit Malhotra,46,Female,Mumbai,Legal,Senior Engineer,8,9/10/2017,5,Diploma,135620,42,10,72,4,15,3,1,1,2,No,Medium,Low
12962,Rohit Agarwal,48,Male,Chennai,Engineering,Team Lead,7,9/28/2018,4,Master,156231,54,1,9,2,2,4,0,0,2,Yes,Low,Low
12963,Aarti Malhotra,46,Male,Chennai,Legal,Senior Engineer,4,11/4/2021,0,Bachelor,114684,43,2,107,5,0,4,0,0,2,Yes,Low,Low
12964,Aarti Mehta,26,Female,Pune,Sales,Analyst,0,8/22/2025,0,Bachelor,52615,48,6,116,4,19,2,0,0,2,No,Medium,Medium
12965,Ashish Rao,39,Male,Hyderabad,HR,Senior Manager,16,9/30/2009,4,Master,221519,48,10,92,10,30,4,2,1,1,No,Medium,High
12966,Sunita Ghosh,35,Male,Delhi,Finance,Executive,1,8/16/2024,0,Bachelor,23873,50,8,53,10,3,3,0,0,2,Yes,Low,Medium
12967,Rekha Saxena,40,Female,Mumbai,Legal,Engineer,4,12/11/2021,4,Diploma,54072,53,1,12,14,12,4,0,0,2,No,Low,Medium
12968,Arjun Kumar,46,Female,Bangalore,Engineering,Senior Engineer,4,11/22/2021,4,Bachelor,133867,53,9,54,14,16,3,0,1,1,No,Medium,Low
12969,Manish Pandey,31,Male,Bangalore,Engineering,Engineer,2,10/28/2023,1,Bachelor,62511,46,2,4,2,14,3,1,0,1,Yes,Low,High
12970,Sanjay Bansal,43,Male,Chennai,Legal,Analyst,1,12/26/2024,1,Bachelor,41872,44,4,61,1,38,2,1,0,2,No,Medium,Medium
12971,Suresh Khanna,40,Female,Pune,Engineering,Manager,9,11/15/2016,4,Master,170759,49,10,30,4,13,4,0,1,2,No,Low,Low
12972,Ashish Deshpande,44,Female,Ahmedabad,Compliance,Senior Engineer,8,9/1/2017,4,Master,104855,58,3,26,4,21,5,1,0,2,No,Low,Medium
12973,Nikhil Deshpande,43,Male,Noida,Compliance,Senior Engineer,7,10/12/2018,0,Bachelor,88682,43,2,91,4,7,4,2,0,2,Yes,Medium,Medium
12974,Shweta Pandey,42,Male,Mumbai,Compliance,Team Lead,8,11/18/2017,4,Master,105688,45,4,47,10,19,4,1,0,3,Yes,Low,Medium
12975,Amit Iyer,34,Female,Chennai,Legal,Engineer,3,1/4/2023,1,Master,79456,45,4,96,3,2,2,1,0,3,No,Medium,Low
12976,Ashish Chopra,42,Male,Noida,Compliance,Senior Engineer,5,10/16/2020,3,Bachelor,130887,49,11,19,1,36,3,0,0,2,No,Low,Low
12977,Arjun Naidu,49,Male,Bangalore,Marketing,Engineer,5,1/9/2021,1,Diploma,69816,51,7,12,3,9,4,0,0,3,No,Low,Low
12978,Neha Banerjee,35,Female,Gurgaon,IT Support,Analyst,1,8/11/2024,1,Diploma,36428,50,5,32,6,7,3,1,1,2,No,Medium,Medium
12979,Anjali Rao,30,Female,Hyderabad,Compliance,Engineer,1,10/7/2024,1,Diploma,65211,41,2,93,0,31,1,1,0,1,Yes,Medium,Medium
12980,Swati Kulkarni,26,Male,Noida,Compliance,Engineer,1,12/29/2024,1,Master,70190,47,8,6,5,27,2,0,1,1,No,Low,Medium
12981,Swati Saxena,34,Male,Noida,HR,Executive,1,12/9/2024,0,Bachelor,27610,41,8,95,8,31,4,0,0,2,Yes,Low,Low
12982,Gaurav Chatterjee,36,Male,Gurgaon,Legal,Engineer,4,11/8/2021,4,Diploma,81651,50,4,10,2,31,5,1,0,2,No,Low,Low
12983,Varun Deshpande,29,Male,Hyderabad,Operations,Engineer,3,9/7/2022,0,Master,50758,54,1,86,14,27,3,0,0,2,Yes,Low,Low
12984,Sneha Chopra,23,Female,Bangalore,Operations,Analyst,0,8/20/2025,0,Bachelor,38260,59,4,73,1,39,2,0,0,3,Yes,Low,Medium
12985,Kavita Tripathi,38,Male,Delhi,Compliance,Senior Engineer,9,10/12/2016,3,Diploma,118414,50,5,80,2,36,4,2,0,3,Yes,Medium,Low
12986,Vivek Naidu,47,Male,Pune,Marketing,Analyst,3,1/10/2023,1,Bachelor,44787,52,2,59,13,31,2,0,0,1,No,Low,High
12987,Kavita Kulkarni,41,Female,Gurgaon,Sales,Senior Engineer,8,7/29/2017,1,Bachelor,112215,49,10,101,2,29,4,0,0,3,No,Low,Low
12988,Anjali Ghosh,37,Female,Hyderabad,Operations,Senior Engineer,6,10/2/2019,3,Bachelor,133705,41,9,5,10,7,4,1,0,2,No,Low,Low
12989,Vikas Joshi,29,Male,Gurgaon,IT Support,Executive,0,10/19/2025,0,Bachelor,39949,49,10,60,14,16,2,0,0,1,No,Low,Low
12990,Rekha Joshi,31,Male,Noida,Compliance,Senior Engineer,6,10/2/2019,2,Bachelor,99529,50,9,112,14,30,4,1,1,1,No,Medium,High
12991,Meena Mukherjee,35,Male,Noida,HR,Manager,10,10/26/2015,5,Bachelor,187999,55,8,61,4,24,3,0,0,2,No,Low,Medium
12992,Meena Chatterjee,29,Male,Hyderabad,IT Support,Engineer,3,10/7/2022,0,Bachelor,68044,53,7,98,9,24,3,2,2,1,No,High,High
12993,Sunita Chatterjee,31,Female,Chennai,Sales,Senior Engineer,6,12/21/2019,3,Bachelor,96192,50,5,75,0,39,4,0,1,1,No,Low,High
12994,Arjun Pandey,44,Female,Hyderabad,Finance,Executive,1,10/14/2024,0,Diploma,39631,49,10,5,3,1,2,0,0,1,No,Low,High
12995,Aarti Banerjee,42,Female,Bangalore,Finance,Executive,1,9/27/2024,0,Bachelor,39607,47,2,9,13,5,2,1,0,2,No,Low,Low
12996,Arjun Naidu,38,Female,Gurgaon,IT Support,Engineer,2,12/3/2023,1,Bachelor,88664,51,6,3,9,3,2,1,1,2,No,Medium,Low
12997,Akash Deshpande,38,Male,Chennai,Operations,Engineer,5,10/11/2020,2,Bachelor,76440,48,4,64,11,31,3,1,0,1,No,Low,Medium
12998,Swati Naidu,42,Male,Noida,Compliance,Manager,14,1/16/2012,5,Bachelor,190431,57,11,40,5,8,5,1,0,3,Yes,Low,Low
12999,Riya Chatterjee,34,Male,Noida,IT Support,Engineer,5,8/22/2020,3,Bachelor,88458,59,9,67,13,33,3,1,0,2,No,Low,Low
13000,Vivek Naidu,36,Female,Hyderabad,Marketing,Executive,1,1/7/2025,0,Master,37685,56,3,21,0,16,3,0,1,1,No,Medium,Low
13001,Tanya Ghosh,39,Female,Hyderabad,HR,Senior Engineer,6,1/2/2020,4,Bachelor,134189,49,3,22,13,2,4,0,0,2,No,Low,Low
13002,Rakesh Reddy,36,Female,Delhi,Legal,Senior Engineer,6,11/16/2019,3,Bachelor,97420,48,2,60,9,11,3,1,1,2,No,Medium,Medium
13003,Varun Tiwari,50,Male,Pune,Legal,Team Lead,7,8/10/2018,5,Bachelor,115897,51,10,80,7,7,3,0,0,3,No,Low,Low
13004,Sneha Ghosh,44,Male,Noida,Engineering,Senior Engineer,6,8/11/2019,4,Master,109468,49,1,30,6,4,3,0,0,2,No,Low,Low
13005,Seema Gupta,41,Male,Hyderabad,Engineering,Senior Manager,15,11/1/2010,3,Bachelor,241054,48,10,6,2,36,5,0,2,2,No,Medium,Low
13006,Sunita Rao,28,Male,Ahmedabad,Sales,Analyst,2,1/21/2024,2,Bachelor,33720,51,3,49,9,30,3,0,0,2,No,Low,Medium
13007,Karan Khanna,35,Female,Pune,Finance,Analyst,3,8/8/2022,3,Bachelor,35616,53,1,18,7,10,2,0,1,1,No,Low,Low
13008,Aarti Verma,36,Female,Noida,Sales,Engineer,4,8/26/2021,1,Bachelor,51550,57,7,71,0,31,4,0,2,2,No,Medium,Medium
13009,Pallavi Bansal,32,Female,Pune,HR,Analyst,2,8/29/2023,2,Bachelor,48397,52,1,25,9,9,4,1,0,2,No,Medium,Low
13010,Sunita Ghosh,26,Female,Hyderabad,Marketing,Analyst,2,9/22/2023,1,Diploma,34761,58,3,98,1,35,2,0,0,2,No,Low,Medium
13011,Meena Iyer,38,Female,Mumbai,Finance,Manager,14,12/3/2011,0,Bachelor,147837,50,5,101,1,1,5,0,0,2,No,Low,Medium
13012,Vivek Banerjee,38,Male,Ahmedabad,Legal,Manager,8,12/3/2017,3,Master,140769,40,1,52,9,24,5,2,0,2,No,Medium,Medium
13013,Swati Ghosh,34,Male,Ahmedabad,Compliance,Senior Engineer,8,12/14/2017,2,Bachelor,84467,47,6,61,2,18,4,0,0,3,No,Low,Low
13014,Pallavi Jain,35,Female,Noida,Engineering,Team Lead,6,12/11/2019,0,Bachelor,114145,46,7,32,7,12,3,2,0,3,No,High,Medium
13015,Ankit Pandey,47,Male,Hyderabad,Sales,Engineer,3,11/7/2022,1,Diploma,88746,49,1,83,8,17,4,1,0,3,No,Low,Low
13016,Rahul Das,39,Female,Ahmedabad,Operations,Manager,15,10/19/2010,3,Diploma,196808,49,5,101,6,20,5,1,0,3,No,Low,Low
13017,Amit Patel,40,Male,Hyderabad,Engineering,Manager,15,8/16/2010,1,Bachelor,178893,57,6,101,8,15,3,1,0,2,No,Medium,Medium
13018,Meena Mukherjee,32,Female,Bangalore,HR,Team Lead,9,8/10/2016,2,Master,110082,46,1,23,5,11,4,0,0,2,No,Low,Medium
13019,Shweta Mehta,38,Female,Chennai,Marketing,Analyst,0,8/26/2025,0,Diploma,39391,44,3,86,9,23,4,1,1,3,No,Medium,Medium
13020,Ankit Bansal,27,Male,Noida,Finance,Executive,1,8/16/2024,1,Bachelor,39095,58,5,63,9,1,3,2,0,2,No,Medium,Low
13021,Meena Verma,48,Female,Chennai,Operations,Manager,8,8/8/2017,2,Bachelor,146115,54,2,98,12,24,4,0,0,2,No,Low,Medium
13022,Priya Jain,33,Female,Hyderabad,Sales,Analyst,3,12/31/2022,2,Master,43470,56,9,55,7,7,3,0,0,2,Yes,Low,Medium
13023,Arjun Chopra,34,Female,Bangalore,Legal,Team Lead,10,11/11/2015,1,Master,169492,58,6,49,14,36,4,0,0,2,No,Low,Low
13024,Nikhil Kulkarni,49,Female,Mumbai,Sales,Engineer,5,11/1/2020,2,Bachelor,81005,56,1,51,4,5,3,3,1,2,No,Medium,Low
13025,Varun Gupta,40,Female,Gurgaon,HR,Executive,2,11/15/2023,2,Bachelor,21960,53,9,29,4,24,3,1,1,2,No,Medium,Medium
13026,Swati Jain,41,Female,Mumbai,Sales,Senior Engineer,5,11/4/2020,1,Master,128750,55,6,97,4,28,3,1,0,2,No,Low,Medium
13027,Rohit Kulkarni,44,Female,Hyderabad,Marketing,Analyst,2,12/29/2023,2,Master,55233,52,2,89,5,5,2,0,0,2,No,Low,Low
13028,Simran Chopra,38,Female,Gurgaon,Finance,Team Lead,8,12/14/2017,5,Bachelor,157447,55,5,77,8,28,3,0,1,1,Yes,Medium,Medium
13029,Manish Mukherjee,43,Male,Bangalore,Finance,Senior Engineer,7,10/9/2018,2,Diploma,136953,48,8,80,6,15,2,0,0,1,No,Low,Medium
13030,Neha Chatterjee,43,Male,Ahmedabad,Engineering,Senior Engineer,6,8/17/2019,3,Master,114842,40,3,4,11,27,4,0,0,2,No,Low,Low
13031,Ashish Jain,43,Female,Ahmedabad,IT Support,Senior Engineer,9,8/22/2016,5,Master,132760,40,6,27,4,37,4,1,0,2,Yes,Medium,Low
13032,Sneha Iyer,41,Male,Chennai,Finance,Senior Engineer,5,12/3/2020,1,Bachelor,88213,57,6,110,7,27,3,0,0,1,No,Low,Medium
13033,Deepak Chopra,27,Male,Chennai,Compliance,Engineer,4,12/13/2021,4,Master,85564,55,9,37,6,13,4,0,0,2,Yes,Low,Low
13034,Manish Naidu,44,Male,Hyderabad,Finance,Executive,0,9/25/2025,0,Bachelor,32091,52,8,47,2,25,2,0,0,1,No,Low,Medium
13035,Vivek Das,45,Female,Chennai,Compliance,Analyst,3,10/9/2022,1,Bachelor,40506,50,7,118,12,34,3,0,0,2,No,Low,Low
13036,Aarti Chopra,26,Male,Noida,Operations,Executive,2,10/1/2023,1,Master,27635,42,9,13,3,3,1,2,0,1,No,Low,Medium
13037,Nikhil Jain,47,Male,Mumbai,Sales,Engineer,5,8/12/2020,5,Bachelor,50653,55,7,39,10,24,4,0,0,2,No,Low,High
13038,Aarti Naidu,37,Female,Hyderabad,IT Support,Senior Engineer,8,9/30/2017,4,PhD,133399,53,4,56,10,30,2,0,0,1,No,Low,Medium
13039,Rekha Tiwari,53,Male,Delhi,IT Support,Team Lead,9,12/25/2016,2,Bachelor,102160,41,6,54,12,30,3,0,0,2,Yes,Low,Medium
